Disease,Year,Month,ym,Numerical_Month,Count
Eastern equine encephalitis virus,2017,Sept.,20,9,1.0
Eastern equine encephalitis virus,2018,Apr.,27,4,0.0
Eastern equine encephalitis virus,2018,Aug.,31,8,2.0
Eastern equine encephalitis virus,2018,Dec.,35,12,0.0
Eastern equine encephalitis virus,2018,Feb.,25,2,0.0
Eastern equine encephalitis virus,2018,Jan.,24,1,0.0
Eastern equine encephalitis virus,2018,July,30,7,0.0
Eastern equine encephalitis virus,2018,June,29,6,2.0
Eastern equine encephalitis virus,2018,Mar.,26,3,0.0
Eastern equine encephalitis virus,2018,May,28,5,0.0
Eastern equine encephalitis virus,2018,Nov.,34,11,0.0
Eastern equine encephalitis virus,2018,Oct.,33,10,1.0
Eastern equine encephalitis virus,2018,Sept.,32,9,1.0
Ebola virus,2016,Apr.,3,4,0.0
Ebola virus,2016,Aug.,7,8,0.0
Ebola virus,2016,Dec.,11,12,0.0
Ebola virus,2016,Feb.,1,2,0.0
Ebola virus,2016,Jan.,0,1,0.0
Ebola virus,2016,July,6,7,0.0
Ebola virus,2016,June,5,6,0.0
Ebola virus,2016,Mar.,2,3,0.0
Ebola virus,2016,May,4,5,0.0
Ebola virus,2016,Nov.,10,11,0.0
Ebola virus,2016,Oct.,9,10,0.0
Ebola virus,2016,Sept.,8,9,0.0
Ebola virus,2017,Apr.,15,4,0.0
Ebola virus,2017,Aug.,19,8,0.0
Ebola virus,2017,Dec.,23,12,0.0
Ebola virus,2017,Feb.,13,2,0.0
Ebola virus,2017,Jan.,12,1,0.0
Ebola virus,2017,July,18,7,0.0
Ebola virus,2017,June,17,6,0.0
Ebola virus,2017,Mar.,14,3,0.0
Ebola virus,2017,May,16,5,0.0
Ebola virus,2017,Nov.,22,11,0.0
Ebola virus,2017,Oct.,21,10,0.0
Ebola virus,2017,Sept.,20,9,0.0
Ebola virus,2018,Apr.,27,4,0.0
Ebola virus,2018,Aug.,31,8,0.0
Ebola virus,2018,Dec.,35,12,0.0
Ebola virus,2018,Feb.,25,2,0.0
Ebola virus,2018,Jan.,24,1,0.0
Ebola virus,2018,July,30,7,0.0
Ebola virus,2018,June,29,6,0.0
Ebola virus,2018,Mar.,26,3,0.0
Ebola virus,2018,May,28,5,0.0
Ebola virus,2018,Nov.,34,11,0.0
Ebola virus,2018,Oct.,33,10,0.0
Ebola virus,2018,Sept.,32,9,0.0
Ehrlichiosis and Anaplasmosis,2016,Apr.,3,4,223.0
Ehrlichiosis and Anaplasmosis,2016,Aug.,7,8,657.0
Ehrlichiosis and Anaplasmosis,2016,Dec.,11,12,419.0
Ehrlichiosis and Anaplasmosis,2016,Feb.,1,2,22.0
Ehrlichiosis and Anaplasmosis,2016,Jan.,0,1,36.0
Ehrlichiosis and Anaplasmosis,2016,July,6,7,1425.0
Ehrlichiosis and Anaplasmosis,2016,June,5,6,1196.0
Ehrlichiosis and Anaplasmosis,2016,Mar.,2,3,57.0
Ehrlichiosis and Anaplasmosis,2016,May,4,5,502.0
Ehrlichiosis and Anaplasmosis,2016,Nov.,10,11,456.0
Ehrlichiosis and Anaplasmosis,2016,Oct.,9,10,403.0
Ehrlichiosis and Anaplasmosis,2016,Sept.,8,9,354.0
Ehrlichiosis and Anaplasmosis,2017,Apr.,15,4,282.0
Ehrlichiosis and Anaplasmosis,2017,Aug.,19,8,785.0
Ehrlichiosis and Anaplasmosis,2017,Dec.,23,12,428.0
Ehrlichiosis and Anaplasmosis,2017,Feb.,13,2,42.0
Ehrlichiosis and Anaplasmosis,2017,Jan.,12,1,27.0
Ehrlichiosis and Anaplasmosis,2017,July,18,7,2073.0
Ehrlichiosis and Anaplasmosis,2017,June,17,6,1577.0
Ehrlichiosis and Anaplasmosis,2017,Mar.,14,3,67.0
Ehrlichiosis and Anaplasmosis,2017,May,16,5,868.0
Ehrlichiosis and Anaplasmosis,2017,Nov.,22,11,545.0
Ehrlichiosis and Anaplasmosis,2017,Oct.,21,10,450.0
Ehrlichiosis and Anaplasmosis,2017,Sept.,20,9,574.0
Ehrlichiosis and Anaplasmosis,2018,Apr.,27,4,138.0
Ehrlichiosis and Anaplasmosis,2018,Aug.,31,8,685.0
Ehrlichiosis and Anaplasmosis,2018,Dec.,35,12,357.0
Ehrlichiosis and Anaplasmosis,2018,Feb.,25,2,46.0
Ehrlichiosis and Anaplasmosis,2018,Jan.,24,1,25.0
Ehrlichiosis and Anaplasmosis,2018,July,30,7,1205.0
Ehrlichiosis and Anaplasmosis,2018,June,29,6,1752.0
Ehrlichiosis and Anaplasmosis,2018,Mar.,26,3,70.0
Ehrlichiosis and Anaplasmosis,2018,May,28,5,574.0
Ehrlichiosis and Anaplasmosis,2018,Nov.,34,11,292.0
Ehrlichiosis and Anaplasmosis,2018,Oct.,33,10,356.0
Ehrlichiosis and Anaplasmosis,2018,Sept.,32,9,623.0
Giardiasis,2016,Apr.,3,4,1337.0
Giardiasis,2016,Aug.,7,8,1619.0
Giardiasis,2016,Dec.,11,12,2216.0
Giardiasis,2016,Feb.,1,2,1034.0
Giardiasis,2016,Jan.,0,1,980.0
Giardiasis,2016,July,6,7,1532.0
Giardiasis,2016,June,5,6,1097.0
Giardiasis,2016,Mar.,2,3,1032.0
Giardiasis,2016,May,4,5,1089.0
Giardiasis,2016,Nov.,10,11,1055.0
Giardiasis,2016,Oct.,9,10,1712.0
Giardiasis,2016,Sept.,8,9,1607.0
Giardiasis,2017,Apr.,15,4,1244.0
Giardiasis,2017,Aug.,19,8,1527.0
Giardiasis,2017,Dec.,23,12,1919.0
Giardiasis,2017,Feb.,13,2,913.0
Giardiasis,2017,Jan.,12,1,914.0
Giardiasis,2017,July,18,7,1583.0
Giardiasis,2017,June,17,6,1015.0
Giardiasis,2017,Mar.,14,3,980.0
Giardiasis,2017,May,16,5,1021.0
Giardiasis,2017,Nov.,22,11,987.0
Giardiasis,2017,Oct.,21,10,1249.0
Giardiasis,2017,Sept.,20,9,1841.0
Giardiasis,2018,Apr.,27,4,994.0
Giardiasis,2018,Aug.,31,8,1638.0
Giardiasis,2018,Dec.,35,12,1672.0
Giardiasis,2018,Feb.,25,2,1021.0
Giardiasis,2018,Jan.,24,1,929.0
Giardiasis,2018,July,30,7,1334.0
Giardiasis,2018,June,29,6,1338.0
Giardiasis,2018,Mar.,26,3,1338.0
Giardiasis,2018,May,28,5,1039.0
Giardiasis,2018,Nov.,34,11,1005.0
Giardiasis,2018,Oct.,33,10,1266.0
Giardiasis,2018,Sept.,32,9,1974.0
Gonorrhea,2016,Apr.,3,4,41079.0
Gonorrhea,2016,Aug.,7,8,39106.0
Gonorrhea,2016,Dec.,11,12,52977.0
Gonorrhea,2016,Feb.,1,2,32955.0
Gonorrhea,2016,Jan.,0,1,33173.0
Gonorrhea,2016,July,6,7,44683.0
Gonorrhea,2016,June,5,6,34120.0
Gonorrhea,2016,Mar.,2,3,31737.0
Gonorrhea,2016,May,4,5,35513.0
Gonorrhea,2016,Nov.,10,11,36763.0
Gonorrhea,2016,Oct.,9,10,48002.0
Gonorrhea,2016,Sept.,8,9,38406.0
Gonorrhea,2017,Apr.,15,4,49829.0
Gonorrhea,2017,Aug.,19,8,46444.0
Gonorrhea,2017,Dec.,23,12,58412.0
Gonorrhea,2017,Feb.,13,2,38974.0
Gonorrhea,2017,Jan.,12,1,38343.0
Gonorrhea,2017,July,18,7,54817.0
Gonorrhea,2017,June,17,6,41445.0
Gonorrhea,2017,Mar.,14,3,39784.0
Gonorrhea,2017,May,16,5,41064.0
Gonorrhea,2017,Nov.,22,11,42980.0
Gonorrhea,2017,Oct.,21,10,47209.0
Gonorrhea,2017,Sept.,20,9,56307.0
Gonorrhea,2018,Apr.,27,4,42765.0
Gonorrhea,2018,Aug.,31,8,48239.0
Gonorrhea,2018,Dec.,35,12,59088.0
Gonorrhea,2018,Feb.,25,2,41729.0
Gonorrhea,2018,Jan.,24,1,42421.0
Gonorrhea,2018,July,30,7,45523.0
Gonorrhea,2018,June,29,6,55240.0
Gonorrhea,2018,Mar.,26,3,51973.0
Gonorrhea,2018,May,28,5,43558.0
Gonorrhea,2018,Nov.,34,11,44278.0
Gonorrhea,2018,Oct.,33,10,48206.0
Gonorrhea,2018,Sept.,32,9,60385.0
Guanarito virus,2016,Apr.,3,4,0.0
Guanarito virus,2016,Aug.,7,8,0.0
Guanarito virus,2016,Dec.,11,12,0.0
Guanarito virus,2016,Feb.,1,2,0.0
Guanarito virus,2016,Jan.,0,1,0.0
Guanarito virus,2016,July,6,7,0.0
Guanarito virus,2016,June,5,6,0.0
Guanarito virus,2016,Mar.,2,3,0.0
Guanarito virus,2016,May,4,5,0.0
Guanarito virus,2016,Nov.,10,11,0.0
Guanarito virus,2016,Oct.,9,10,0.0
Guanarito virus,2016,Sept.,8,9,0.0
Guanarito virus,2017,Apr.,15,4,0.0
Guanarito virus,2017,Aug.,19,8,0.0
Guanarito virus,2017,Dec.,23,12,0.0
Guanarito virus,2017,Feb.,13,2,0.0
Guanarito virus,2017,Jan.,12,1,0.0
Guanarito virus,2017,July,18,7,0.0
Guanarito virus,2017,June,17,6,0.0
Guanarito virus,2017,Mar.,14,3,0.0
Guanarito virus,2017,May,16,5,0.0
Guanarito virus,2017,Nov.,22,11,0.0
Guanarito virus,2017,Oct.,21,10,0.0
Guanarito virus,2017,Sept.,20,9,0.0
Guanarito virus,2018,Apr.,27,4,0.0
Guanarito virus,2018,Aug.,31,8,0.0
Guanarito virus,2018,Dec.,35,12,0.0
Guanarito virus,2018,Feb.,25,2,0.0
Guanarito virus,2018,Jan.,24,1,0.0
Guanarito virus,2018,July,30,7,0.0
Guanarito virus,2018,June,29,6,0.0
Guanarito virus,2018,Mar.,26,3,0.0
Guanarito virus,2018,May,28,5,0.0
Guanarito virus,2018,Nov.,34,11,0.0
Guanarito virus,2018,Oct.,33,10,0.0
Guanarito virus,2018,Sept.,32,9,0.0
Haemophilus influenzae,2016,Apr.,3,4,582.0
Haemophilus influenzae,2016,Aug.,7,8,266.0
Haemophilus influenzae,2016,Dec.,11,12,668.0
Haemophilus influenzae,2016,Feb.,1,2,383.0
Haemophilus influenzae,2016,Jan.,0,1,481.0
Haemophilus influenzae,2016,July,6,7,375.0
Haemophilus influenzae,2016,June,5,6,351.0
Haemophilus influenzae,2016,Mar.,2,3,390.0
Haemophilus influenzae,2016,May,4,5,360.0
Haemophilus influenzae,2016,Nov.,10,11,360.0
Haemophilus influenzae,2016,Oct.,9,10,390.0
Haemophilus influenzae,2016,Sept.,8,9,289.0
Haemophilus influenzae,2017,Apr.,15,4,543.0
Haemophilus influenzae,2017,Aug.,19,8,290.0
Haemophilus influenzae,2017,Dec.,23,12,827.0
Haemophilus influenzae,2017,Feb.,13,2,442.0
Haemophilus influenzae,2017,Jan.,12,1,466.0
Haemophilus influenzae,2017,July,18,7,494.0
Haemophilus influenzae,2017,June,17,6,435.0
Haemophilus influenzae,2017,Mar.,14,3,428.0
Haemophilus influenzae,2017,May,16,5,415.0
Haemophilus influenzae,2017,Nov.,22,11,410.0
Haemophilus influenzae,2017,Oct.,21,10,387.0
Haemophilus influenzae,2017,Sept.,20,9,411.0
Haemophilus influenzae,2018,Apr.,27,4,441.0
Haemophilus influenzae,2018,Aug.,31,8,299.0
Haemophilus influenzae,2018,Dec.,35,12,724.0
Haemophilus influenzae,2018,Feb.,25,2,478.0
Haemophilus influenzae,2018,Jan.,24,1,555.0
Haemophilus influenzae,2018,July,30,7,365.0
Haemophilus influenzae,2018,June,29,6,556.0
Haemophilus influenzae,2018,Mar.,26,3,582.0
Haemophilus influenzae,2018,May,28,5,425.0
Haemophilus influenzae,2018,Nov.,34,11,369.0
Haemophilus influenzae,2018,Oct.,33,10,351.0
Haemophilus influenzae,2018,Sept.,32,9,428.0
Hansen's disease,2016,Apr.,3,4,7.0
Hansen's disease,2016,Aug.,7,8,14.0
Hansen's disease,2016,Dec.,11,12,2.0
Hansen's disease,2016,Feb.,1,2,8.0
Hansen's disease,2016,Jan.,0,1,10.0
Hansen's disease,2016,July,6,7,3.0
Hansen's disease,2016,June,5,6,5.0
Hansen's disease,2016,Mar.,2,3,4.0
Hansen's disease,2016,May,4,5,5.0
Hansen's disease,2016,Nov.,10,11,3.0
Hansen's disease,2016,Oct.,9,10,11.0
Hansen's disease,2016,Sept.,8,9,6.0
Hansen's disease,2017,Apr.,15,4,12.0
Hansen's disease,2017,Aug.,19,8,4.0
Hansen's disease,2017,Dec.,23,12,7.0
Hansen's disease,2017,Feb.,13,2,3.0
Hansen's disease,2017,Jan.,12,1,8.0
Hansen's disease,2017,July,18,7,10.0
Hansen's disease,2017,June,17,6,10.0
Hansen's disease,2017,Mar.,14,3,9.0
Hansen's disease,2017,May,16,5,8.0
Hansen's disease,2017,Nov.,22,11,4.0
Hansen's disease,2017,Oct.,21,10,9.0
Hansen's disease,2017,Sept.,20,9,10.0
Hansen's disease,2018,Apr.,27,4,5.0
Hansen's disease,2018,Aug.,31,8,19.0
Hansen's disease,2018,Dec.,35,12,5.0
Hansen's disease,2018,Feb.,25,2,7.0
Hansen's disease,2018,Jan.,24,1,4.0
Hansen's disease,2018,July,30,7,4.0
Hansen's disease,2018,June,29,6,10.0
Hansen's disease,2018,Mar.,26,3,8.0
Hansen's disease,2018,May,28,5,7.0
Hansen's disease,2018,Nov.,34,11,4.0
Hansen's disease,2018,Oct.,33,10,11.0
Hansen's disease,2018,Sept.,32,9,6.0
Hantavirus infection,2016,Apr.,3,4,1.0
Hantavirus infection,2016,Aug.,7,8,0.0
Hantavirus infection,2016,Dec.,11,12,2.0
Hantavirus infection,2016,Feb.,1,2,0.0
Hantavirus infection,2016,Jan.,0,1,0.0
Hantavirus infection,2016,July,6,7,0.0
Hantavirus infection,2016,June,5,6,0.0
Hantavirus infection,2016,Mar.,2,3,1.0
Hantavirus infection,2016,May,4,5,1.0
Hantavirus infection,2016,Nov.,10,11,1.0
Hantavirus infection,2016,Oct.,9,10,0.0
Hantavirus infection,2016,Sept.,8,9,0.0
Hantavirus infection,2017,Apr.,15,4,0.0
Hantavirus infection,2017,Aug.,19,8,0.0
Hantavirus infection,2017,Dec.,23,12,1.0
Hantavirus infection,2017,Feb.,13,2,0.0
Hantavirus infection,2017,Jan.,12,1,1.0
Hantavirus infection,2017,July,18,7,0.0
Hantavirus infection,2017,June,17,6,0.0
Hantavirus infection,2017,Mar.,14,3,0.0
Hantavirus infection,2017,May,16,5,0.0
Hantavirus infection,2017,Nov.,22,11,0.0
Hantavirus infection,2017,Oct.,21,10,0.0
Hantavirus infection,2017,Sept.,20,9,0.0
Hantavirus infection,2018,Apr.,27,4,0.0
Hantavirus infection,2018,Aug.,31,8,2.0
Hantavirus infection,2018,Dec.,35,12,0.0
Hantavirus infection,2018,Feb.,25,2,0.0
Hantavirus infection,2018,Jan.,24,1,0.0
Hantavirus infection,2018,July,30,7,0.0
Hantavirus infection,2018,June,29,6,0.0
Hantavirus infection,2018,Mar.,26,3,0.0
Hantavirus infection,2018,May,28,5,0.0
Hantavirus infection,2018,Nov.,34,11,0.0
Hantavirus infection,2018,Oct.,33,10,0.0
Hantavirus infection,2018,Sept.,32,9,0.0
Hantavirus pulmonary syndrome,2016,Apr.,3,4,4.0
Hantavirus pulmonary syndrome,2016,Aug.,7,8,2.0
Hantavirus pulmonary syndrome,2016,Dec.,11,12,4.0
Hantavirus pulmonary syndrome,2016,Feb.,1,2,1.0
Hantavirus pulmonary syndrome,2016,Jan.,0,1,3.0
Hantavirus pulmonary syndrome,2016,July,6,7,6.0
Hantavirus pulmonary syndrome,2016,June,5,6,1.0
Hantavirus pulmonary syndrome,2016,Mar.,2,3,1.0
Hantavirus pulmonary syndrome,2016,May,4,5,3.0
Hantavirus pulmonary syndrome,2016,Nov.,10,11,4.0
Hantavirus pulmonary syndrome,2016,Oct.,9,10,1.0
Hantavirus pulmonary syndrome,2016,Sept.,8,9,1.0
Hantavirus pulmonary syndrome,2017,Apr.,15,4,3.0
Hantavirus pulmonary syndrome,2017,Aug.,19,8,1.0
Hantavirus pulmonary syndrome,2017,Dec.,23,12,7.0
Hantavirus pulmonary syndrome,2017,Feb.,13,2,2.0
Hantavirus pulmonary syndrome,2017,Jan.,12,1,0.0
Hantavirus pulmonary syndrome,2017,July,18,7,3.0
Hantavirus pulmonary syndrome,2017,June,17,6,4.0
Hantavirus pulmonary syndrome,2017,Mar.,14,3,1.0
Hantavirus pulmonary syndrome,2017,May,16,5,5.0
Hantavirus pulmonary syndrome,2017,Nov.,22,11,0.0
Hantavirus pulmonary syndrome,2017,Oct.,21,10,3.0
Hantavirus pulmonary syndrome,2017,Sept.,20,9,4.0
Hantavirus pulmonary syndrome,2018,Apr.,27,4,1.0
Hantavirus pulmonary syndrome,2018,Aug.,31,8,1.0
Hantavirus pulmonary syndrome,2018,Dec.,35,12,2.0
Hantavirus pulmonary syndrome,2018,Feb.,25,2,1.0
Hantavirus pulmonary syndrome,2018,Jan.,24,1,1.0
Hantavirus pulmonary syndrome,2018,July,30,7,2.0
Hantavirus pulmonary syndrome,2018,June,29,6,2.0
Hantavirus pulmonary syndrome,2018,Mar.,26,3,2.0
Hantavirus pulmonary syndrome,2018,May,28,5,1.0
Hantavirus pulmonary syndrome,2018,Nov.,34,11,1.0
Hantavirus pulmonary syndrome,2018,Oct.,33,10,1.0
Hantavirus pulmonary syndrome,2018,Sept.,32,9,3.0
Hemolytic uremic syndrome post-diarrheal,2016,Apr.,3,4,18.0
Hemolytic uremic syndrome post-diarrheal,2016,Aug.,7,8,41.0
Hemolytic uremic syndrome post-diarrheal,2016,Dec.,11,12,28.0
Hemolytic uremic syndrome post-diarrheal,2016,Feb.,1,2,8.0
Hemolytic uremic syndrome post-diarrheal,2016,Jan.,0,1,14.0
Hemolytic uremic syndrome post-diarrheal,2016,July,6,7,41.0
Hemolytic uremic syndrome post-diarrheal,2016,June,5,6,29.0
Hemolytic uremic syndrome post-diarrheal,2016,Mar.,2,3,14.0
Hemolytic uremic syndrome post-diarrheal,2016,May,4,5,23.0
Hemolytic uremic syndrome post-diarrheal,2016,Nov.,10,11,26.0
Hemolytic uremic syndrome post-diarrheal,2016,Oct.,9,10,43.0
Hemolytic uremic syndrome post-diarrheal,2016,Sept.,8,9,22.0
Hemolytic uremic syndrome post-diarrheal,2017,Apr.,15,4,30.0
Hemolytic uremic syndrome post-diarrheal,2017,Aug.,19,8,28.0
Hemolytic uremic syndrome post-diarrheal,2017,Dec.,23,12,31.0
Hemolytic uremic syndrome post-diarrheal,2017,Feb.,13,2,16.0
Hemolytic uremic syndrome post-diarrheal,2017,Jan.,12,1,12.0
Hemolytic uremic syndrome post-diarrheal,2017,July,18,7,56.0
Hemolytic uremic syndrome post-diarrheal,2017,June,17,6,24.0
Hemolytic uremic syndrome post-diarrheal,2017,Mar.,14,3,19.0
Hemolytic uremic syndrome post-diarrheal,2017,May,16,5,23.0
Hemolytic uremic syndrome post-diarrheal,2017,Nov.,22,11,26.0
Hemolytic uremic syndrome post-diarrheal,2017,Oct.,21,10,26.0
Hemolytic uremic syndrome post-diarrheal,2017,Sept.,20,9,47.0
Hemolytic uremic syndrome post-diarrheal,2018,Apr.,27,4,31.0
Hemolytic uremic syndrome post-diarrheal,2018,Aug.,31,8,34.0
Hemolytic uremic syndrome post-diarrheal,2018,Dec.,35,12,22.0
Hemolytic uremic syndrome post-diarrheal,2018,Feb.,25,2,3.0
Hemolytic uremic syndrome post-diarrheal,2018,Jan.,24,1,9.0
Hemolytic uremic syndrome post-diarrheal,2018,July,30,7,59.0
Hemolytic uremic syndrome post-diarrheal,2018,June,29,6,45.0
Hemolytic uremic syndrome post-diarrheal,2018,Mar.,26,3,20.0
Hemolytic uremic syndrome post-diarrheal,2018,May,28,5,34.0
Hemolytic uremic syndrome post-diarrheal,2018,Nov.,34,11,39.0
Hemolytic uremic syndrome post-diarrheal,2018,Oct.,33,10,24.0
Hemolytic uremic syndrome post-diarrheal,2018,Sept.,32,9,56.0
Hepatitis,2016,Apr.,3,4,786.0
Hepatitis,2016,Aug.,7,8,749.0
Hepatitis,2016,Dec.,11,12,944.0
Hepatitis,2016,Feb.,1,2,617.0
Hepatitis,2016,Jan.,0,1,579.0
Hepatitis,2016,July,6,7,856.0
Hepatitis,2016,June,5,6,558.0
Hepatitis,2016,Mar.,2,3,533.0
Hepatitis,2016,May,4,5,609.0
Hepatitis,2016,Nov.,10,11,500.0
Hepatitis,2016,Oct.,9,10,726.0
Hepatitis,2016,Sept.,8,9,742.0
Hepatitis,2017,Apr.,15,4,965.0
Hepatitis,2017,Aug.,19,8,959.0
Hepatitis,2017,Dec.,23,12,1326.0
Hepatitis,2017,Feb.,13,2,704.0
Hepatitis,2017,Jan.,12,1,619.0
Hepatitis,2017,July,18,7,1074.0
Hepatitis,2017,June,17,6,824.0
Hepatitis,2017,Mar.,14,3,834.0
Hepatitis,2017,May,16,5,852.0
Hepatitis,2017,Nov.,22,11,824.0
Hepatitis,2017,Oct.,21,10,871.0
Hepatitis,2017,Sept.,20,9,1178.0
Hepatitis,2018,Apr.,27,4,1125.0
Hepatitis,2018,Aug.,31,8,1869.0
Hepatitis,2018,Dec.,35,12,3415.0
Hepatitis,2018,Feb.,25,2,891.0
Hepatitis,2018,Jan.,24,1,766.0
Hepatitis,2018,July,30,7,1622.0
Hepatitis,2018,June,29,6,1867.0
Hepatitis,2018,Mar.,26,3,1146.0
Hepatitis,2018,May,28,5,1202.0
Hepatitis,2018,Nov.,34,11,2124.0
Hepatitis,2018,Oct.,33,10,2167.0
Hepatitis,2018,Sept.,32,9,2607.0
Human immunodeficiency virus diagnoses,2016,Apr.,3,4,3242.0
Human immunodeficiency virus diagnoses,2016,Aug.,7,8,3460.0
Human immunodeficiency virus diagnoses,2016,Dec.,11,12,403.0
Human immunodeficiency virus diagnoses,2016,Feb.,1,2,3307.0
Human immunodeficiency virus diagnoses,2016,Jan.,0,1,3303.0
Human immunodeficiency virus diagnoses,2016,July,6,7,3244.0
Human immunodeficiency virus diagnoses,2016,June,5,6,3510.0
Human immunodeficiency virus diagnoses,2016,Mar.,2,3,3468.0
Human immunodeficiency virus diagnoses,2016,May,4,5,3469.0
Human immunodeficiency virus diagnoses,2016,Nov.,10,11,1847.0
Human immunodeficiency virus diagnoses,2016,Oct.,9,10,2609.0
Human immunodeficiency virus diagnoses,2016,Sept.,8,9,2911.0
Human immunodeficiency virus diagnoses,2017,Apr.,15,4,3063.0
Human immunodeficiency virus diagnoses,2017,Aug.,19,8,3327.0
Human immunodeficiency virus diagnoses,2017,Dec.,23,12,437.0
Human immunodeficiency virus diagnoses,2017,Feb.,13,2,3059.0
Human immunodeficiency virus diagnoses,2017,Jan.,12,1,3288.0
Human immunodeficiency virus diagnoses,2017,July,18,7,3231.0
Human immunodeficiency virus diagnoses,2017,June,17,6,3360.0
Human immunodeficiency virus diagnoses,2017,Mar.,14,3,3336.0
Human immunodeficiency virus diagnoses,2017,May,16,5,3294.0
Human immunodeficiency virus diagnoses,2017,Nov.,22,11,1981.0
Human immunodeficiency virus diagnoses,2017,Oct.,21,10,2815.0
Human immunodeficiency virus diagnoses,2017,Sept.,20,9,2742.0
Human immunodeficiency virus diagnoses,2018,Apr.,27,4,3004.0
Human immunodeficiency virus diagnoses,2018,Aug.,31,8,3264.0
Human immunodeficiency virus diagnoses,2018,Dec.,35,12,517.0
Human immunodeficiency virus diagnoses,2018,Feb.,25,2,2894.0
Human immunodeficiency virus diagnoses,2018,Jan.,24,1,3151.0
Human immunodeficiency virus diagnoses,2018,July,30,7,3176.0
Human immunodeficiency virus diagnoses,2018,June,29,6,3173.0
Human immunodeficiency virus diagnoses,2018,Mar.,26,3,3225.0
Human immunodeficiency virus diagnoses,2018,May,28,5,3224.0
Human immunodeficiency virus diagnoses,2018,Nov.,34,11,1788.0
Human immunodeficiency virus diagnoses,2018,Oct.,33,10,2848.0
Human immunodeficiency virus diagnoses,2018,Sept.,32,9,2734.0
Influenza-associated pediatric mortality,2016,Apr.,3,4,32.0
Influenza-associated pediatric mortality,2016,Aug.,7,8,0.0
Influenza-associated pediatric mortality,2016,Dec.,11,12,2.0
Influenza-associated pediatric mortality,2016,Feb.,1,2,9.0
Influenza-associated pediatric mortality,2016,Jan.,0,1,2.0
Influenza-associated pediatric mortality,2016,July,6,7,7.0
Influenza-associated pediatric mortality,2016,June,5,6,3.0
Influenza-associated pediatric mortality,2016,Mar.,2,3,15.0
Influenza-associated pediatric mortality,2016,May,4,5,10.0
Influenza-associated pediatric mortality,2016,Nov.,10,11,0.0
Influenza-associated pediatric mortality,2016,Oct.,9,10,2.0
Influenza-associated pediatric mortality,2016,Sept.,8,9,0.0
Influenza-associated pediatric mortality,2017,Apr.,15,4,33.0
Influenza-associated pediatric mortality,2017,Aug.,19,8,0.0
Influenza-associated pediatric mortality,2017,Dec.,23,12,8.0
Influenza-associated pediatric mortality,2017,Feb.,13,2,24.0
Influenza-associated pediatric mortality,2017,Jan.,12,1,15.0
Influenza-associated pediatric mortality,2017,July,18,7,4.0
Influenza-associated pediatric mortality,2017,June,17,6,2.0
Influenza-associated pediatric mortality,2017,Mar.,14,3,21.0
Influenza-associated pediatric mortality,2017,May,16,5,9.0
Influenza-associated pediatric mortality,2017,Nov.,22,11,4.0
Influenza-associated pediatric mortality,2017,Oct.,21,10,3.0
Influenza-associated pediatric mortality,2017,Sept.,20,9,3.0
Influenza-associated pediatric mortality,2018,Apr.,27,4,18.0
Influenza-associated pediatric mortality,2018,Aug.,31,8,2.0
Influenza-associated pediatric mortality,2018,Dec.,35,12,7.0
Influenza-associated pediatric mortality,2018,Feb.,25,2,53.0
Influenza-associated pediatric mortality,2018,Jan.,24,1,36.0
Influenza-associated pediatric mortality,2018,July,30,7,0.0
Influenza-associated pediatric mortality,2018,June,29,6,4.0
Influenza-associated pediatric mortality,2018,Mar.,26,3,24.0
Influenza-associated pediatric mortality,2018,May,28,5,9.0
Influenza-associated pediatric mortality,2018,Nov.,34,11,1.0
Influenza-associated pediatric mortality,2018,Oct.,33,10,4.0
Influenza-associated pediatric mortality,2018,Sept.,32,9,1.0
Invasive pneumococcal disease,2016,Apr.,3,4,2270.0
Invasive pneumococcal disease,2016,Aug.,7,8,593.0
Invasive pneumococcal disease,2016,Dec.,11,12,2615.0
Invasive pneumococcal disease,2016,Feb.,1,2,1808.0
Invasive pneumococcal disease,2016,Jan.,0,1,1669.0
Invasive pneumococcal disease,2016,July,6,7,886.0
Invasive pneumococcal disease,2016,June,5,6,981.0
Invasive pneumococcal disease,2016,Mar.,2,3,2014.0
Invasive pneumococcal disease,2016,May,4,5,1344.0
Invasive pneumococcal disease,2016,Nov.,10,11,1320.0
Invasive pneumococcal disease,2016,Oct.,9,10,1360.0
Invasive pneumococcal disease,2016,Sept.,8,9,766.0
Invasive pneumococcal disease,2017,Apr.,15,4,2278.0
Invasive pneumococcal disease,2017,Aug.,19,8,634.0
Invasive pneumococcal disease,2017,Dec.,23,12,3303.0
Invasive pneumococcal disease,2017,Feb.,13,2,2122.0
Invasive pneumococcal disease,2017,Jan.,12,1,1991.0
Invasive pneumococcal disease,2017,July,18,7,915.0
Invasive pneumococcal disease,2017,June,17,6,1269.0
Invasive pneumococcal disease,2017,Mar.,14,3,2045.0
Invasive pneumococcal disease,2017,May,16,5,1508.0
Invasive pneumococcal disease,2017,Nov.,22,11,1475.0
Invasive pneumococcal disease,2017,Oct.,21,10,1093.0
Invasive pneumococcal disease,2017,Sept.,20,9,1147.0
Invasive pneumococcal disease,2018,Apr.,27,4,1892.0
Invasive pneumococcal disease,2018,Aug.,31,8,621.0
Invasive pneumococcal disease,2018,Dec.,35,12,2760.0
Invasive pneumococcal disease,2018,Feb.,25,2,2386.0
